FIRST NAME,LAST NAME,OTHER NAME,GENDER,SPORT,EVENT/POSITION/CLASS,OLYMPIC EXPERIENCE,HEIGHT,WEIGHT,DOB,BIRTH CITY,BIRTH STATE,HOMETOWN CITY,HOMETOWN STATE,CURRENT RESIDENCE,CURRENT STATE,SCHOOL/COLLEGE
Jacob,Pebley,,M,Swimming,200m Back,none,"6'4""",190,9/17/1993,Albany,Ore.,Corvallis,Ore.,Berkeley,Calif.,"University of California _ Berkeley •16, Psychology"
Michael,Phelps,,M,Swimming,"100m Fly, 200m Fly, 200m IM","2000; 2004-6G, 2B; 2008-8G; 2012-4G,2S","6'4""",200,6/30/1985,Towson,Md. ,Baltimore,Md. ,Baltimore,Md.,"University of Michigan, Sport Management"
Blake,Pieroni,,M,Swimming,4x100 Free,none,"6'2""",190,11/15/1995,Crown Point,Ind.,Valparaiso,Ind.,Bloomington,Ind. ,"Indiana University '18, Biology"
David,Plummer,,M,Swimming,100m Back,none,"6'3""",210,10/9/1985,Norman,Okla. ,Minneapolis,Minn. ,Minneapolis,Minn.,"University of Minnesota '08, English Literature"
Josh,Prenot,,M,Swimming,200m Breast,none,"5'11""",167,7/28/1993,Sedalia,Mo.,Berkeley,Calif. ,Berkeley,Calif.,"University of California - Berkeley '17, Physics "
Tom,Shields,,M,Swimming,200m Fly,none,"6'4""",190,7/11/1991,Panama City,Fla.,Huntington Beach,Calif.,Berkeley,Calif. ,"University of California - Berkeley '15, Religious Studies"
Clark,Smith,,M,Swimming,4x200m Free,none,"6'9""",198,4/17/1995,Atlanta,Ga.,Denver,Colo. ,Parker,Colo.,"University of Texas '17, Kinesiology"
Cammile,Adams,,F,Swimming,200m Fly,2012,"5'8""",143,9/11/1991,Houston,Texas,Houston,Texas,Charlotte,N.C. ,Texas A&M - Education (2014 grad)
Kathleen,Baker,,F,Swimming,100m Back,none,"5'8""",149,2/28/1997,Winston Salem,N.C. ,Winston-Salem,N.C. ,Winston Salem,N.C. ,"University of California _ Berkeley •19, Public Health"
Elizabeth,Beisel,,F,Swimming,400m IM,"2008; 2012-S,B","5'6""",146,8/18/1992,Saunderstown,R.I.,Saunderstown,R.I.,Gainesville,Fla.,University of Florida - Communications (2014 grad)
Maya,DiRado,,F,Swimming,"200m Back, 200m IM, 400m IM",none,"5'9""",143,4/5/1993,San Francisco,Calif.,Santa Rosa,Calif.,Redwood City,Calif.,"Stanford University •14, Management Science and Engineering "
Hali,Flickinger,,F,Swimming,200m Fly,none,"5'5""",115,7/7/1994,York,Penn.,Spring Grove,Pa. ,Athens,Ga.,"University of Georgia '17, Finance"
Missy,Franklin,,F,Swimming,"200m Back, 200m Free, 4x200m Free","2012-4G, 1B","6'2""",170,5/10/1995,Pasadena,Calif.,Centennial,Colo. ,Centennial,Colo.,"Regis Jesuit High School (Aurora, Colo.) •13"
Molly,Hannis,,F,Swimming,200m Breast,none,"5'6""",155,3/13/1992,Santa Rosa,Calif.,Santa Rosa,Calif. ,Knoxville,Tenn.,"University of Tennessee '15, Recreation Sports Management"
Lilly,King,,F,Swimming,"100m Breast, 200m Breast",none,"5'9""",155,2/10/1997,Evansville,Ind.,Evansville,Ind. ,Evansville,Indiana,"Indiana University '19, Physical Education"
Katie,Ledecky,,F,Swimming,"200m Free, 400m Free, 800m Free, 4x200m Free",2012-G,"6'0""",160,3/17/1997,"Wasington, D.C.",-,Bethesda,Md. ,Bethesda,Md.,"Stanford University, Undeclared"
Simone,Manuel,,F,Swimming,"50m Free, 100m Free, 4x100 Free",none,"5'10""",160,8/2/1996,Houston,Texas,Sugar Land,Texas,Sugar Land,Texas,"Stanford University '18, Undeclared"
Melanie,Margalis,,F,Swimming,"200 IM, 4x200 Free",none,"5'8""",144,12/30/1991,Clearwater,Fla.,Clearwater,Fla. ,Clearwater,Fla.,"University of Georgia '14, Fashion Merchandising"
Katie,Meili,,F,Swimming,100m Breast,none,"5'7""",135,4/16/1991,Carrollton,Texas,Colleyville,Texas,Charlotte,N.C. ,"Columbia University '13, Psychology"
Lia,Neal,,F,Swimming,4x100m Free,2012 - B,"5'10""",165,2/13/1995,Brooklyn,N.Y.,Brooklyn,N.Y.,Brooklyn ,N.Y. ,"Stanford Univeristy '17, Science, Technology and Society"
Cierra,Runge,,M,Swimming,4x200m Free,none,"6'4""",187,3/7/1996,West Chester,Pa.,Cochranville,Pa.,Cochranville,Pa.,"University of California _ Berkeley, University of Wisconsin, Undeclared"
Allison,Schmitt,,F,Swimming,4x200m Free,"2008-B; 2012-3G,S,B","6'1""",165,6/7/1990,Pittsburgh,Pa.,Canton,Mich.,Paradise Valley,Ariz. ,"University of Georgia •13, Psychology"
Leah,Smith,,F,Swimming,"400m Free, 800m Free, 4x200m Free",none,"5'9""",149,4/19/1995,Pittsburgh,Pa.,Pittsburgh,Pa.,Charlottesville,Va.,"University of Virginia '17, Media Studies"
Olivia,Smoliga,,F,Swimming,100m Back,none,"6'2""",165,10/12/1994,Phoenix,Ariz.,Chicago,Ill.,Athens,Ga.,"Univeristy of Georgia '16, Exercise and Sport Science"
Dana,Vollmer,,F,Swimming,"100m Fly, 4x100m Free","2012-3G, 2004-G","6'1""",150,11/13/1987,Syracuse,N.Y.,Danville,Calif.,Danville,Calif.,"University of California - Berkeley '10, Anthropology"
Amanda,Weir,,F,Swimming,4x100m Free,"2012-B, 2004-2S","6'2""",170,3/11/1986,Davenport,Iowa,Lawrenceville,Ga.,Decatur,Ga.,"University of Southern California '09, Fine Art"
Amanda,Weitzeil,,F,Swimming,"50m Free, 100m Free, 4x100m Free",none,5'10,150,12/3/1996,Valencia,Calif.,Saugus,Calif.,Saugus,Calif.,"Saugus High School (Saugus, Calif.) '15"
Kelsi,Worrell,,F,Swimming,100m Fly,none,"5'11""",165,7/15/1994,Voorhees,N.J.,Westampton,N.J.,Louisville,Ky.,"University of Louisville '16, Exercise Science"
Sean,Ryan,,M,Swimming,10K Open Water,None,"6'3""",170,8/13/1992,Augusta,Ga.,Chattanooga,Tenn.,Ann Arbor,Mich.,University of Michigan - Mechanical Engineering (2014)
Jordan,Wilimovsky,,M,Swimming,"10K Open Water; 1,500m free",none,"5'9""",150,4/22/1994,Malibu,Calif.,Malibu,Calif.,Mailbu,Calif.,Northwestern University - Political Science (2016)
Haley,Anderson,,F,Swimming,10K Open Water,2012-Silver,"5'10""",150,11/20/1991,Santa Clara ,Calif.,Granite Bay,Calif.,Manhattan,Calif.,University of Southern California - Communications (2013) 
Anita,Alvarez,,F,Synchro,Duet/Team,none,"5'7""",114,12/2/1996,Buffalo,N.Y.,Buffalo,N.Y.,Concord,Calif.,U.S. Performance Academy - (2015)
Mariya,Koroleva,,F,Synchro,Duet/Team,2012,"5'5""",123,4/10/1990,Yaroslavl,Russia,Concord,Calif.,Concord,Calif.,Stanford University - Communications (2013)
Yijun,Feng,,M,Table Tennis,"Singles, Team",none,"6'1""",157,2/12/1997,Nanjing,China,Alpharetta,Ga. ,Alpharetta,Ga.,
Kanak,Jha,,M,Table Tennis,"Singles, Team",none,"5'5""",114,6/19/2000,Milpitas,Calif.,Milpitas,Calif.,Milpitas,Calif.,"Milpitas High School (Milpitas, Calif.) '18"
Timothy,Wang,,M,Table Tennis,Singles,2012,"5'9""",141,8/17/1991,Houston,Texas,Houston,Texas,Houston,Texas,"Kerr High School (Houston, Texas) '09"
Jennifer,Wu,Yue (legal first name),F,Table Tennis,"Singles, Team",none,"5'3""",112,1/14/1990,Beijing,China,Fort Lee,N.J.,Fort Lee,N.J.,
Lily,Zhang,,F,Table Tennis,"Singles, Team",2012,"5'5""",130,6/16/1996,Palo Alto,Calif.,Palo Alto,Calif.,Milpitas,Calif.,University of California - Berkeley
Jiaqi,Zheng,,F,Table Tennis,Team,none,"5'5""",94,1/13/1988,Zaozhuang,China,Fremont,Calif. ,Fremont,Calif.,
Stephen,Lambdin,,M,Taekwondo,+80 kg.,None,"6'2""",240,3/9/1988,Rockwall,Texas,Colleyville,Texas,Edmond,Okla.,California Lutheran University - Criminal Justice (2011)
Steven,Lopez,,M,Taekwondo,80 kg.,2000-G; 2004-G; 2008-B; 2012,"6'3""",185,11/9/1978,New York,N.Y.,Sugar Land,Texas,Sugar Land,Texas,"Kempner High School (Sugar Land, Texas) '97"
Jackie,Galloway,,F,Taekwondo,+67 kg.,None,"5'10""",175,12/27/1995,Crownpoint,Ind.,Wylie,Texas,Sachse,Texas,Southern Methodist University - Biomechanical engineering (2018)
Paige,McPherson,,F,Taekwondo,-67 kg.,2012-B,"5'8""",140,10/1/1990,Abilene,Texas,Sturgis,S.D. ,Miami,Fla.,Miami-Dade College
Brian,Baker,,M,Tennis,Singles,none,"6'3""",170,4/30/1985,Nashville,Tenn.,Nashville,Tenn.,McLean,Va.,"Belmont University '15, General Business"
Steve ,Johnson,,M,Tennis,"Singles, Doubles",none,"6'2""",190,12/24/1989,Los Angeles,Calif.,Los Angeles,Calif.,New York,N.Y. ,USC
Denis,Kudla,,M,Tennis,Singles,none,"5'11""",175,8/17/1992,Kiev,Ukraine,Arlington,Va.,Tampa,Fla.,"Laurel Springs High School (College Park, Maryland) '10"
Jack,Sock,,M,Tennis,"Singles, Doubles",none,"6'3""",185,9/24/1992,Lincoln,Neb.,Lincoln,Neb.,Overland,Kan. ,
Madison,Keys,,F,Tennis,Singles,none,"5'10""",150,2/17/1995,Bettendorf,Iowa,Lake Worth,Fla. ,Lake Worth,Fla.,
Bethanie,Mattek-Sands,,F,Tennis,Doubles,none,"5'6""",145,3/23/1985,Rochester,Minn. ,Phoenix,Ariz.,Phoenix,Ariz. ,
Rajeev ,Ram,,M,Tennis,Doubles,none,"6'4""",185,3/18/1984,Englewood,Colo.,Carmel,Ind.,Carmel,Ind.,"University of Illinois _ Urbana-Champaign •06, Coursework"
Sloane,Stephens,,F,Tennis,Singles,none,"5'8""",142,3/20/1993,Fresno,Calif.,Ft. Lauderdale,Fla. ,Los Angeles,Calif.,
Coco ,Vandeweghe,,F,Tennis,Doubles,none,"6'1""",155,12/6/1991,New York,N.Y.,Rancho Santa Fe,Calif.,Rancho Santa Fe,Calif.,
Venus,Williams,,F,Tennis,"Singles, Doubles",2000-2G; 2004; 2008-G; 2012-G,"6'1""",160,6/17/1980,Lynwood,Calif.,Palm Beach Gardens,Fla. ,Palm Beach Gardens,Fla.,
Serena,Williams,,F,Tennis,"Singles, Doubles",2000-G; 2008-G; 2012-2G,"5'10""",160,9/26/1981,Saginaw,Mich.,Palm Beach Gardens,Fla. ,Beverly Hills,Calif.,
Brad,Adkins,,M,Track and Field,High Jump,none,"6'2""",175,12/30/1993,Lubbock,Texas,Idalou,Texas,Lubbock,Texas,Texas Tech University '16
Morolake,Akinosun,,F,Track and Field,4x100m,none,"5'4""",135,5/17/1994,Lagos,Nigeria,Chicago,Ill.,Austin,Texas,"University of Texas '16, Exercise Science"
Devon,Allen,,M,Track and Field,110m Hurdles,none,"6'1""",185,12/12/1994,Eugene,Ore.,Eugene,Ore.,Eugene,Ore.,"University of Oregon '17, Business"
Nia,Ali,,F,Track and Field,100m Hurdles,none,"5'7""",143,10/23/1988,Philadelphia,Pa.,Philadelphia,Pa.,Los Angeles,Calif.,Tennessee '07; USC '11
Robby,Andrews,,M,Track and Field,"1,500m",none,"5'10""",145,3/29/1991,Staten Island,N.J.,Manalapan,N.J.,Manalapan,N.J.,"University of Virginia '14, Kinesiology"
Ronnie,Ash,,M,Track and Field,110m Hurdles,none,"6'2""",208,7/2/1988,Passaic,N.J.,Passaic,N.J.,Tallahassee,Fla.,University of Oklahoma
Whitney,Ashley,,F,Track and Field,Discus Throw,none,"5'10""",200,2/18/1989,Riverside,Calif.,Riverside,Calif.,Chula Vista,Calif.,"San Diego State University '12, Journalism"
Tavis,Bailey,,M,Track and Field,Discus Throw,none,"6'3""",275,1/6/1992,Poughkeepsie,N.Y.,Kannapolis,N.C. ,Knoxville,Tenn.,"University of Tennessee, '16, MBA Sport Management"
Tianna,Bartoletta,Madison,F,Track and Field,"100m, Long Jump",2012-G,"5'6""",130,8/30/1985,Elyria,Ohio,Tampa,Fla. ,Tampa,Fla.,"University of Tennessee '07, Social Work "
Chris,Benard,,M,Track and Field,Triple Jump,none,"6'3""",185,4/9/1990,Tustin,Calif.,Corona,Calif.,Chula Vista,Calif.,"Arizona State University '12, Communication/Exercise and Wellness"
Boris,Berian,,M,Track and Field,800m ,none,"6'0""",153,12/19/1992,Colorado Springs,Colo. ,Colorado Springs,Colo.,Rancho Cucamonga,Calif.,"Adams State University, Education and Coaching"
Gwen,Berry,,F,Track and Field,Hammer Throw,none,"5'9""",195,6/29/1989,Centerville,Ill.,St. Louis,Mo. ,Oxford,Miss.,"Southern Illinois University '11, Psychology/Criminal Justice"
Ben,Blankenship,,M,Track and Field,"1,500m",none,"5'10""",140,12/15/1988,Minneapolis,Minn. ,Stillwater,Minn.,Eugene,Ore.,"University of Minnesota '11, American Studies"
Hillary,Bor,,M,Track and Field,3000m Steeplechase,none,"5'6""",115,11/22/1989,Rift Valley,Kenya,Colorado Springs,Colo.,Colorado Springs,Colo. ,"Iowa State University '11, Accounting"
Brittany,Borman,,F,Track and Field,Javelin Throw,2012,"6'0""",170,7/1/1989,St. Louis,Mo.,Festus,Mo. ,Fullerton,Calif.,"University of Oklahoma ('09-'12), UCLA ('08-'09)"
Tori,Bowie,,F,Track and Field,"100m, 200m",none,"5'9""",128,8/27/1990,Jackson,Miss.,Sandhill,Miss.,Lena,Miss.,"University of Southern Mississippi, Interdisciplinary Studies"
Marvin,Bracy,,M,Track and Field,100m,none,"5'9""",171,12/15/1993,Orlando,Fla.,Orlando,Fla. ,Clermont,Fla.,Florida State University
Trayvon,Bromell,,M,Track and Field,100m,none,"5'9""",154,7/10/1995,St. Petersburg,Fla.,St. Petersburg,Fla. ,Waco,Texas,"Baylor University '17, Film and Digital Media"
Donn,Cabral,,M,Track and Field,3000m Steeplechase,2012,"5'10""",148,12/12/1989,Glastonbury,Conn.,Glastonbury,Conn. ,Annandale,N.J.,Princeton '12
Amber,Campbell,,F,Track and Field,Hammer Throw,2008; 2012,"5'7""",200,6/5/1981,Cincinnati,Ohio,Indianapolis,Ind.,Myrtle Beach,S.C.,Coastal Carolina (2004 grad)
Kelsey,Card,,F,Track and Field,Discus Throw,none,"5'10""",255,8/20/1992,Springfield,Ill.,Carlinville,Ill.,Madison,Wis.,"University of Wisconsin '16, Human Development and Family Studies"
Michelle,Carter,,F,Track and Field,Shot Put,2008; 2012,"5'9""",300,10/12/1985,San Jose,Calif.,Ovilla,Texas,Ovilla,Texas,Texas (2007 grad)
Kristi ,Castlin,,F,Track and Field,100m Hurdles,none,"5'7""",133,7/7/1988,Atlanta ,Ga.,Atlanta,Ga.,Alpharetta,Ga.,"Virginia Tech, Political Science"
Matthew,Centrowitz,,M,Track and Field,"1,500m",2012,"5'9""",145,10/18/1989,Beltsville,Md.,Portland,Ore.,Portland,Ore.,"University of Oregon '11, Sociology"
Paul,Chelimo,,M,Track and Field,"5,000m ",none,"5'9""",125,10/27/1990,Rift Valley,Kenya,Beaverton,Ore.,Beaverton,Ore.,University of North Carolina - Greensboro
Will,Claye,,M,Track and Field,Triple Jump,"2012-S, B","5'11""",160,6/13/1991,Tucson,Ariz.,Phoenix,Ariz.,Gainesville,Fla.,Oklahoma '10/Florida '12
Kerron,Clement,,M,Track and Field,400m hurdles,"2008-G, S; 2012","6'2""",192,10/31/1985,Trinidad,Trinidad and Tobago,LaPorte,Texas,Gainesville,Fla.,University of Florida '07
Kyle,Clemons,,M,Track and Field,4x400m,none,"5'11""",163,12/27/1990,Jonesboro,Ark.,Jonesboro,Ark.,Lawrence,Kan. ,"University of Kansas, African American Studies "
Emma,Coburn,,F,Track and Field,3000m Steeplechase,2012,"5'8""",120,10/19/1990,Boulder,Colo.,Crested Butte,Colo.,Boulder,Colo.,University of Colorado '13
Christian,Coleman,,M,Track and Field,4x100m,none,"5'9""",159,3/6/1996,Atlanta,Ga.,Atlanta ,Ga.,Atlanta,Ga.,"University of Tennessee, Sport Management "
Kim,Conley,,F,Track and Field,5000m,2012,"5'3""",110,3/14/1986,Slough,United Kingdom,Sacramento,Calif. ,West Sacramento,Calif.,UC Davis - Exercise Biology (2009 grad)
Ryan,Crouser,,M,Track and Field,Shot put,none,"6'7""",275,12/18/1992,Portland,Ore.,Boring,Ore.,Redmond,Ore.,"University of Texas '15, Economics"
Sam,Crouser,,M,Track and Field,Javelin Throw,none,"6'6""",230,12/31/1991,Gresham,Ore.,Gresham,Ore.,Gresham,Ore.,"University of Oregon '15, Sociology"
Logan,Cunningham,,M,Track and Field,Pole Vault,none,"5'9""",160,5/30/1991,Nacogdoches,Texas,Smithson Valley,Texas,San Marcos,Texas,"Texas State University '14, Nutrition and Foods"
Vashti,Cunningham,,F,Track and Field,High Jump,none,"6'1""",123,1/18/1998,Las Vegas,Nev.,Las Vegas,Nev. ,Las Vegas,Nev.,"Bishop Gorman High School (Las Vegas, Nev.) '16"
Abbey,D'Agostino,,F,Track and Field,5000m,none,5'3,110,5/25/1992,Boston,Mass.,Topsfield,Mass.,Brighton,Mass.,Dartmouth University '14
Janay,Deloach ,,F,Track and Field,Long Jump,2012-B,"5'5""",128,10/12/1985,Tyndall Air Force Base,Fla.,Fort Collins,Colo.,Fort Collins,Colo.,"Colorado State University '08, Human Development, Colorado State University '12, Occupational Therapy"
Ashton,Eaton,,M,Track and Field,Decathlon,2012-G,"6'1""",180,1/21/1988,Portland,Ore. ,Bend,Ore. ,Vancouver,Wash.,"University of Oregon '10, Psychology"
Taylor,Ellis-Watson,,F,Track and Field,4x400m,none,"6'0""",142,5/6/1993,Philadelphia,Pa.,Philadelphia,Pa.,Melbourne,Fla.,"University of Pittsburgh '15, Psychology"
Christina,Epps,,F,Track and Field,Triple Jump,none,"5'9""",145,6/20/1991,Bronx,N.Y.,Morristown,N.J. ,Baltimore,Md.,"Coppin State University '13, Psychology "
Andrew,Evans,,M,Track and Field,Discus Throw,none,"6'6""",250,1/25/1991,Kalamazoo,Mich.,Portage,Mich.,Chula Vista,Calif.,"University of Kentucky '15, Kinesiology"
Allyson,Felix,,F,Track and Field,400m,"2004-S; 2008-G,S; 2012-3G","5'6""",125,11/18/1985,Los Angeles,Cailf.,Los Angeles,Calif.,Los Angeles,Calif.,"University of Southern California '07, Elementary Education"
Mason ,Finley,,M,Track and Field,Discus Throw,none,"6'8""",348,10/7/1990,Kansas City,Mo.,Chaffee County,Colo. ,Lawrence,Kan. ,"University of Wyoming '14, Theatre Performance"
Phyllis,Francis,,F,Track and Field,400m,none,"5'11""",158,5/4/1992,New York,N.Y.,Bryan,Texas,Bryan,Texas,"University of Oregon '14, Social Sciences"
Courtney,Frerichs,,F,Track and Field,3000m Steeplechase,none,"5'7""",118,1/18/1993,Barrington ,Ill.,Nixa,Mo. ,Nixa,Mo.,"University of New Mexico '17, M.S. community Health"
Sean,Furey,,M,Track and Field ,Javelin Throw,2012 - 37,"6'2""",200,8/31/1982,Greenville,N.C. ,Methuen,Mass.,San Diego,Calif.,"Dartmouth College '04, Mechanical Engineering; '05, Engineering Management"
English,Gardner,,F,Track and Field,100m,none,"5'6""",120,4/22/1992,Philadelphia,Pa.,Voorhees,N.J. ,Lumberton,N.J.,"University of Oregon '13, Social Sciences"
Justin,Gatlin,,M,Track and Field,"100m, 200m","2004-G,S,B; 2012-B,S","6'1""",177,2/10/1982,Brooklyn,N.Y. ,Pensacola,Fla. ,Clermont,Fla.,"University of Tennesee '02; Troy University '06, Psychology "
Tyson,Gay,,M,Track and Field,4x100m,2008; 2012-S,"5'11""",178,8/9/1982,Lexington,Ky. ,Lexington,Ky.,Clermont,Fla.,Barton CC '03; Arkansas - Marketing '05
Andrea,Geubelle,,F,Track and Field,Triple Jump,none,"5'4""",128,6/26/1991,Lakewood,Wash.,University Place,Wash.,University Place,Wash. ,"University of Kansas, Community Health/Pre-Nursing"
Kate,Grace,,F,Track and Field ,800m,none,"5'8""",122,10/24/1988,Los Angeles,Calif.,Sacramento,Calif.,Sacramento,Calif.,"Yale University '11, Bachelor of Arts"
Arman,Hall,,M,Track and Field,4x400m,none,"6'0""",165,2/12/1994,Miami,Fla.,Pembroke Pines,Fla. ,Pembroke Pines,Fla.,"University of Florida '17, African American Studies "
Marielle,Hall,,F,Track and Field,"10,000m",none,5'3,112,1/28/1992,Philadelphia,Pa.,Mount Laurel ,N.J. ,Mount Laurel,N.J.,"University of Texas '14, Government"
Mike,Hartfield,,M,Track and Field,Long Jump,none,"6'3""",170,3/29/1990,Hartford,Conn.,Manchester,Conn.,Chula Vista,Calif.,"Ohio State University '13, Sociology and Criminal Justice "
Natasha,Hastings,,F,Track and Field,400m,2008-G,"5'8""",150,7/23/1986,Brooklyn,N.Y. ,Queens,N.Y. ,Round Rock,Texas,"University of South Carolina '09, Exercise Science"
Jeff,Henderson,,M,Track and Field,Long Jump,none,"6'0""",189,2/19/1989,McAlmont,Ark.,McAlmont,Ark.,Chula Vista,Calif.,"Stillman College '13, Business Administration"
Darrell,Hill,,M,Track and Field,Shot Put,none,"6'3""",320,8/17/1993,Darby,Pa.,Darby,Pa.,State College,Pa.,"Penn State University '15, Rehabiliation and Human Service"
Cyrus,Hostetler,,M,Track and Field,Javelin Throw,2012,"6'2""",210,8/8/1986,Newberg,Ore.,Newberg,Ore.,Chula Vista,Calif.,"University of Oregon '10, Art"
Shelby,Houlihan,,F,Track and Field,5000m,none,"5'3""",118,2/8/1993,Sioux City,Iowa,Sioux City,Iowa,Beaverton,Ore.,"Arizona State University '15, Interdisciplinary Studies/Business"
Molly,Huddle,,F,Track and Field,"10,000m",2012,"5'5""",108,8/31/1984,Elmira,N.Y.,Elmira,N.Y. ,Providence,R.I.,"University of Notre Dame '06, Biology"
Emily,Infeld,,F,Track and Field,"10,000m",none,5'4,110,3/21/1990,University Heights,Ohio,Portland,Ore.,Portland,Ore.,Georgetown University
Evan,Jager,,M,Track and Field,"3,000m Steeplechase",2012,"6'2""",145,3/8/1989,Algonquin,Ill.,Algonquin,Ill.,Portland,Ore.,Wisconsin
Charles,Jock,,M,Track and Field,800m,none,"6'3""",164,11/23/1989,Addis Ababa,Ethiopia,San Diego,Calif.,Eugene,Ore.,"University of California - Irvine '12, Urban Studies"
Felisha,Johnson,,F,Track and Field,Shot Put,none,"6'1""",280,7/24/1989,Indianapolis,Ind.,Indianapolis,Ind.,Terra Haute,Ind.,"Indiana State University '13, Recreational Sport Management"
Kibwe,Johnson,,M,Track and Field,Hammer Throw,2012-T-9th,"6'2""",225,7/17/1981,San Francisco,Calif.,San Francisco,Calif.,Bradenton,Fla.,"University of Georgia '01,"
Sam,Kendricks,,M,Track and Field,Pole Vault,none,"6'1""",175,9/7/1992,Oceanside,Calif.,Oxford,Miss.,Oxford,Miss.,University of Mississippi
Shadrack,Kipchirchir,,M,Track and Field,"10,000m",none,"5'8""",118,2/22/1989,Eldoret,Kenya,Beaverton,Ore.,Beaverton,Ore.,"Oklahoma State University '14, Construction Engineering"
Leonard,Korir,,M,Track and Field,"10,000m ",none,"5'7""",130,12/10/1986,Iten,Kenya,Colorado Springs,Colo.,Colorado Springs,Colo.,Iona College
Joe,Kovacs,,M,Track and Field,Shot Put,none,"6'0""",295,6/28/1989,Bethlehem,Pa.,Nazareth,Pa.,Chula Vista,Calif.,"Penn State University '11, Energy Business and Finance"
Erik,Kynard,,M,Track and Field,High Jump,2012-S,"6'4""",198,2/3/1991,Toledo,Ohio,Toledo,Ohio,Manhattan,Kan. ,Kansas State University '13
Bernard,Lagat,,M,Track and Field,"5,000m",2000-B; 2004-S; 2008; 2012,"5'8""",130,12/12/1974,Kapsabet,Kenya,Tucson,Ariz.,Tucson,Ariz. ,Washington State '99
Jarrion,Lawson,,M,Track and Field,Long Jump,none,"6'2""",172,5/6/1994,Texarkana,Texas,Texarkana,Texas,Fayetteville,Ark. ,University of Arkansas
Chaunte,Lowe,Howard,F,Track and Field,High Jump,2004; 2008; 2012,"5'9""",132,1/12/1984,Templeton,"Calif,",Riverside,Calif.,Oviedo,Fla.,"Georgia Tech '06, Economics/Finance; Western Governors University, Mathematics Education"
Maggie,Malone,,F,Track and Field,Javelin Throw,none,"5'8""",170,12/30/1993,College Station,Texas,Geneva,Neb.,College Station,Texas,"Texas A&M University '17, Human Resources"
Brenda,Martinez,,F,Track and Field,1500m,none,"5'7""",124,9/8/1987,Upland,Calif.,Big Bear Lake,Calif.,Rancho Cucamonga,Calif.,California - Riverside '10
Conor,McCullough,,M,Track and Field,Hammer Throw,none,"6'5""",235,1/31/1991,Woodland Hills,Calif.,Los Angeles,Calif.,Canoga Park,Calif.,"University of Southern California, History"
Francena,McCorory,,F,Track and Field,4x400m,2012-G,"5'7""",151,10/20/1988,Los Angeles,Calif.,Hampton,Va.,Hampton,Va.,Hampton University '10
Inika,McPherson,,F,Track and Field,High Jump,none,"5'5""",114,9/29/1986,Galveston,Texas,Port Arthur,Texas ,Oakland,Calif.,"University of California - Berkeley '09, African American Studies"
Sydney ,McLaughlin,,F,Track and Field,400m Hurdles,none,"5'9""",132,8/7/1999,New Brunswick,N.J. ,Dunellen,N.J. ,Dunellen ,N.J.,"Union Catholic Regional High School (Scotch Plains, N.J.) '17"
Tony,McQuay,,M,Track and Field,4x400m,2012-S,"5'11""",160,4/16/1990,West Palm Bach,Fla.,Clermont,Fla. ,Clermont,Fla.,University of Florida '12
Hassan,Mead,,M,Track and Field,"5,000m",none,"6'2""",145,6/28/1991,Borama,Somalia,Eugene,Ore.,Eugene,Ore.,"University of Minnesota '11, Communications"
LaShawn,Merritt,,M,Track and Field,"200m, 400m, 4x400m",2008-2G; 2012,"6'3""",190,6/27/1986,Portsmouth,Va. ,Portsmouth,Va.,Portsmouth,Va.,"East Carolina '08, Business Management"
Heather,Miller-Koch,,F,Track and Field,Heptathlon,none,"5'9""",140,3/30/1987,Madison,Wis.,Columbus,Wis.,Mendota Heights,Minn.,"St. Cloud State University '10, Nursing"
Sandi,Morris,,F,Track and Field,Pole Vault,none,"5'8""",137,7/8/1992,Downers Grove,Ill.,Greenville,S.C. ,Fayetteville,Ark. ,"University of Arkansas '15, Broadcast Journalism "
Dalilah,Muhammad,,F,Track and Field,400m Hurdles,none,"5'8""",122,2/7/1990,Jamaica,N.Y. ,Jamaica,N.Y. ,Los Angeles,Calif.,USC '12
Clayton,Murphy,,M,Track and Field,800m,none,"5'11""",150,2/26/1995,Greenville,Ohio,Akron,Ohio,Akron,Ohio,"University of Akron '17, Corporate Finance"
Barbara,Nwaba,,F,Track and Field,Heptathlon,none,"5'9""",146,1/18/1989,Los Angeles,Calif.,Los Angeles,Calf.,Santa Barbara,Calif.,"University of California - Santa Barbara '12, Sociology"
Courtney,Okolo,,F,Track and Field,4x400m,none,"5'8""",130,3/15/1994,Dallas,Texas,Carrollton,Texas,Austin,Texas,"University of Texas, 16"
Keturah,Orji,,F,Track and Field,Triple Jump,none,"5'5""",135,3/5/1996,Hoboken,N.J. ,Mount Olive,N.J. ,Budlake ,N.J.,"University of Georgia '18, Financial Planning"
Jeff,Porter,,M,Track and Field,110m Hurdles,2012,"6'0""",190,11/27/1985,Summit,N.J. ,Somerset,N.J. ,Canton,Mich.,Michigan
Jenna,Prandini,,F,Track and Field,200m ,none,"5'8""",132,11/20/1992,Fresno,Calif.,Clovis,Calif.,Eugene,Ore.,"University of Oregon '16, Business and Economics"
DeAnna,Price,,F,Track and Field,Hammer Throw,none,5'8,220,6/8/1993,St. Charles,Mo.,Old Monroe,Mo. ,Carbondale,Ill.,"Southern Illinois University '16, Accounting"
